13.1_error,13.1_fitness,13.2_error,13.2_fitness,13.3_error,13.3_fitness,18.1_error,18.1_fitness,18.2_error,18.2_fitness,18.3_error,18.3_fitness,20.1_error,20.1_fitness,20.2_error,20.2_fitness,20.3_error,20.3_fitness,21.1_error,21.1_fitness,21.2_error,21.2_fitness,21.3_error,21.3_fitness,23.1_error,23.1_fitness,23.2_error,23.2_fitness,23.3_error,23.3_fitness,3.1_error,3.1_fitness,3.2_error,3.2_fitness,3.3_error,3.3_fitness,6.1_error,6.1_fitness,6.2_error,6.2_fitness,6.3_error,6.3_fitness,AA_error,AA_fitness,A_error,A_fitness,BB_error,BB_fitness,B_error,B_fitness,CC_error,CC_fitness,C_error,C_fitness,DD_error,DD_fitness,D_error,D_fitness,EE_error,EE_fitness,E_error,E_fitness,FF_error,FF_fitness,F_error,F_fitness,GG_error,GG_fitness,G_error,G_fitness,H_error,H_fitness,I_error,I_fitness,J_error,J_fitness,K_error,K_fitness,L_error,L_fitness,M_error,M_fitness,N_error,N_fitness,O_error,O_fitness,P_error,P_fitness,Q_error,Q_fitness,R_error,R_fitness,S_error,S_fitness,T_error,T_fitness,U_error,U_fitness,V_error,V_fitness,W_error,W_fitness,X_error,X_fitness,Y_error,Y_fitness,Z_error,Z_fitness,additional_muts,barcode,class,gene,ploidy,type,3_fitness,3_error,6_fitness,6_error,13_fitness,13_error,18_fitness,18_error,20_fitness,20_error,21_fitness,21_error,23_fitness,23_error,1BB_M3_fitness,1BB_M3_error,1BB_Baffle_fitness,1BB_Baffle_error,1BB_1.4%Gluc_fitness,1BB_1.4%Gluc_error,1BB_1.8%Gluc_fitness,1BB_1.8%Gluc_error,1BB_0.2MNaCl_fitness,1BB_0.2MNaCl_error,1BB_0.5MNaCl_fitness,1BB_0.5MNaCl_error,1BB_0.2MKCl_fitness,1BB_0.2MKCl_error,1BB_0.5MKCl_fitness,1BB_0.5MKCl_error,1BB_8.5uMGdA_fitness,1BB_8.5uMGdA_error,1BB_17uMGdA_fitness,1BB_17uMGdA_error,1BB_2ugFlu_fitness,1BB_2ugFlu_error,1BB_0.5ugFlu_fitness,1BB_0.5ugFlu_error,1BB_1%Raf_fitness,1BB_1%Raf_error,1BB_0.5%Raf_fitness,1BB_0.5%Raf_error,1BB_1%Gly_fitness,1BB_1%Gly_error,1BB_1%EtOH_fitness,1BB_1%EtOH_error,1BB_SucRaf_fitness,1BB_SucRaf_error
0.08687716016936872,0.3660470067827672,0.08340405082086458,0.3151498210433961,0.08944688596109275,0.179195372207938,0.08567211983051001,0.3488788825517768,0.10250095789733053,0.4029021518558489,0.0907640605136839,0.3184595332846793,0.1592206715490445,0.5504314126379828,0.15625338014533227,0.5432401987143669,0.15144773756636568,0.4330185164266776,0.09158899426426852,0.36185888989580234,0.08886943759938062,0.33270651030625875,0.09078321839214418,0.44491184330910316,0.09717431850249339,0.4077248968858083,0.09765846419243478,0.4772022509277376,0.09155400549289518,0.5924681968408145,0.09833131500465137,0.3729460350459698,0.11927243377670912,0.37438737674528144,0.09001982498508004,0.33839204558859665,0.18178057913588266,0.187221059386411,0.23657021967177388,0.3067201453914264,0.21136269779983902,0.3467000017141968,0.04968603072053661,0.2194634015765718,0.07205762798906336,0.3358019902308741,0.049288032978669655,0.31515680874562235,0.07042232870247683,0.3151197126450962,0.06594410283088319,0.29061580905896833,0.07027670170329076,0.3750014062052349,0.059911419551119165,0.40708344256154977,0.0698111750279311,0.4265853651178244,0.04507362679641566,0.5507570127553121,0.049975001972747846,0.3400683400967872,0.0423473730424981,0.525641869263968,0.04823224015257621,0.20468496970285355,0.06519173181504218,0.38131909581081186,0.05436448010835138,0.3621227373514158,0.05389538638973148,0.34616334425681744,0.04782491850093036,0.33276662029232895,0.04316252085244861,0.39431874596723154,0.08011220280957732,0.4594643749249962,0.07691354883324075,0.53324348467329,0.29553902183152564,-0.07549490093069729,0.33294308734927264,,0.054619138909635975,0.5171327197855327,0.059401211527667225,0.28177430718747404,0.07283360596492325,0.3822467683604276,0.0683588148417889,0.24005322569589563,0.06421263785025921,0.40308503875956775,0.06450807260779437,0.43778877364912383,0.08426446255735852,0.4069330990489913,,,0.06275222012614547,0.5414434213656616,0.06150413074959885,0.6319122375041597,0.11660014536159957,0.10601295794020134,0.12497639309999906,0.05776145774371288,TIP1-upstream_point_variant; YKR012C-upstream_indel_variant; APM2-upstream_indel_variant; RPL11B-upstream_indel_variant; YIL161W-upstream_indel_variant; YIL169C-frameshift_variant,53,Diploid,Diploid,Diploid,Diploid,0.36041291004077225,0.033712564447043486,0.2743379197002307,0.0691590851169574,0.28821528265397367,0.028834939113093497,0.3547934450366548,0.03082044786416668,0.5078407275339338,0.05185809920196741,0.3795414106596331,0.030133137445465585,0.4944984184217757,0.03179340123822395,0.36342807870793103,0.01765797227363551,0.2711754147269846,0.02454407887454044,0.35410846450499567,0.027064458474723458,0.3651197166634483,0.022687131946266856,0.4971053792916562,0.03924014856460477,-0.03999398714429114,0.15656400225780448,0.5171327197855327,0.054619138909635975,0.28177430718747404,0.059401211527667225,0.3088967372609347,0.035262650473511195,0.42039708087450506,0.03218000809692829,0.4069330990489913,0.08426446255735852,0.5871321851581207,0.031060953619389313,0.08272372640863791,0.060321526647525534,0.26750250789036456,0.024743115814417564,0.35164097072690126,0.03139158883812446,0.5378078288435152,0.021833995170992195,0.38131909581081186,0.06519173181504218
0.05924145691047774,1.6282259681501605,0.05925123733225418,1.5707168027182796,0.0593310866788113,1.3388873545243212,0.07139538670845849,1.0321912561626059,0.0714161630735567,1.2932553434839842,0.07140581625915798,1.3506144420583093,0.1507330570332673,1.1017001444492434,0.15012515935688403,1.0978853250725915,0.14986376814042565,0.8491414958857146,0.08348632907330038,0.9257683958625444,0.08336703957151842,0.9001061354890008,0.08354763781379428,0.8566641598164871,0.08910557917709777,1.1040848757748536,0.08944948873632812,1.0307210113817535,0.08894699616985953,1.107537482714068,0.06398438811438875,1.1269028467430786,0.06400179681330065,1.162302450999674,0.06397217918812347,1.181258238474348,0.12400917494257668,1.5835382775979558,0.12400825535445975,1.840052564087868,0.12400456374797855,1.3701033280468753,0.03520052935881056,0.9581943397709387,0.06731772313606176,0.8797098059620103,0.035197672540616454,1.0514851332621293,0.06732922397874869,1.04650187118055,0.049311777444369355,0.95105941163107,0.06730010431380107,0.9731656841494346,0.049282443186705466,1.0858601206694196,0.0673538567113373,1.1282244466763416,0.034013350178502134,0.7435253246733624,0.04025241805245985,0.9737779817567322,0.03406322424570524,0.6901828274086317,0.03993384031544778,0.8785198839517582,0.05056128792424388,0.5956440681728113,0.039711077130897096,1.0394932274863606,0.03973305298235089,1.0918524672559191,0.032102735310828176,0.9991639765340893,0.0319145451719476,1.0874066804946423,0.07500879010806281,0.24095821809404477,0.07464995839463669,0.351977678763947,0.3050972711874321,-2.1993738699718093,0.31583624113175807,-2.4081636490342766,0.050904625946931945,0.2525533852314119,0.10343283534736399,-2.5470077522323065,0.06014815902966457,0.7739990493347518,0.05989853121749953,0.7068533948796667,0.05459708262376041,0.9199438629066897,0.05450662045848154,0.979260686664364,0.07662543257903615,0.9139285398976585,,,0.05901015811722038,0.2605699314139267,0.059148097097338884,0.1208798002426565,0.10108684303659868,0.847314376662162,0.10093016577975926,1.132521452797893,"SEH1-missense_variant; ZIP1-missense_variant; MIM1,tS-upstream_indel_variant; YFL019C,SUF9-upstream_indel_variant",151,PKA,IRA1,Haploid,stop_gained,1.1568222363763438,0.021328706354558222,1.5978958316117737,0.04133577710543926,1.5126943710244474,0.019758188820993942,1.2253409955389656,0.023801929224287772,1.0160301257811786,0.0500799265928278,0.8941915641919705,0.02782231158863589,1.0808612355457334,0.029722287273416775,1.0068802789344973,0.01683130534491389,0.925959703989796,0.02004624816689178,1.065665605559355,0.01986103100857087,1.0434150310461534,0.016004181816129517,0.2966010422297071,0.037414472036012815,-2.301963262523455,0.15518694578343364,0.2525533852314119,0.050904625946931945,-2.5470077522323065,0.10343283534736399,0.7403564100083354,0.03001154279135654,0.949626865739651,0.027275907019126952,0.9139285398976585,0.07662543257903615,0.19080640356846643,0.029539523545846994,0.9900285129974258,0.050504221825752836,1.0048416294259337,0.017599550445873732,1.018479819449043,0.024648552975849048,0.7168736158556533,0.017019134471402367,0.5956440681728113,0.05056128792424388
0.06947517716496686,0.196277120711083,0.06863393873541937,0.1050444031579844,0.06918074554541831,0.14198897094624743,0.0760772065679882,0.15440104480573053,0.08141682102514582,0.21810976915614344,0.07749564503215102,0.19408506563803185,0.16218542686796728,0.4375229299297424,0.15795952782172415,0.44668195272145295,0.1517686243478982,0.3977479709885681,0.09407722205332336,0.39784475834429156,0.09079809271387693,0.49422062127561106,0.09181598303239821,0.4399701964352581,0.09885702033309743,0.36674391705749665,0.09923864511214874,0.4919164499028498,0.09218757705795771,0.5383642594558132,0.07816018351313297,0.10800862403928282,0.08226492310702693,0.13824555218698348,0.072804895967359,0.13391165480846248,0.14086605796226476,0.037168294703946274,0.1680941936361689,0.16572109136514324,0.15935189512119163,0.09001008372055576,0.052169873519904694,0.24588729982582747,0.07306371281507071,0.3111274816060474,0.051440423071829354,0.33104383568314805,0.07165734469665797,0.28870307106364484,0.06819552243958661,0.3039918686553692,0.07142812931436177,0.39929900758436726,0.061790871804174266,0.4077060786062688,0.07045656345266607,0.4212590075561796,0.04921257555733443,0.5130889510103915,0.052080073650884316,0.30221113991363224,0.0452834705240722,0.4755699298176999,0.04973345214126187,0.18306192780536232,0.06700898304225007,0.35054770942690366,0.05783521959349707,0.3319608150813753,0.055888493024588155,0.3806032288191543,0.0506970714929452,0.38051274462986584,0.04539156228431424,0.41608626275202903,0.08245207772737938,0.4219901644317209,0.07762684947215201,0.5433136919634791,0.2971728253966346,-0.07054933023540298,0.33375992336017146,,0.055950122510922407,0.5626433061011621,0.061418578251358415,0.3011308056955977,0.07720971852909564,0.3254468058905387,0.07226072626100839,0.14336964360252744,0.06748281139231277,0.3788513351203034,0.0686730678404006,,0.08721183245625172,0.36587263860632535,,,0.0639265472272888,0.494713779200191,0.06260994009011853,0.6541088627955977,0.12068882983361852,0.08355658409435575,0.1343814862292101,0.19976058746582118,NotSequenced,262,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.12670668487248798,0.025849527041751717,0.0939062610896269,0.05175070781131986,0.14758840225983813,0.023031619725158894,0.18817481918723367,0.02608856726034542,0.4268293143407844,0.05239581209595788,0.4445717644711928,0.03073673240456592,0.4673557958465066,0.03221671526532194,0.3556259551564036,0.017909843594000562,0.24126344466622723,0.025439860080255155,0.3566983532369385,0.028422597120810633,0.39928159501934557,0.02394892286260153,0.48448044405322044,0.039983370318514934,-0.037320204251365584,0.1572027757705396,0.5626433061011621,0.055950122510922407,0.30113080569559764,0.061418578251358415,0.23139392158571756,0.037326645700126206,0.19108160135836436,0.034036368542591795,0.3658726386063253,0.08721183245625172,0.575240570762688,0.03163069701807724,0.13853956057457276,0.06358381710050104,0.28876533271647037,0.025901290255372394,0.3584040613556837,0.032417706554587686,0.493549428016044,0.023583168895176875,0.3505477094269036,0.06700898304225007
0.05930318883252324,1.1335214001291523,0.05930410218278569,1.206519768031574,0.0594081336583362,0.9508790809421876,0.07142227704883354,0.8539770969826335,0.07147278419645804,0.9722088520626868,0.07143970164499538,1.042506379987208,0.15260352484360698,0.9393429216221846,0.1511635150285885,0.917319325226492,0.15019452565066752,0.7507576140835366,0.08431763456106016,0.881050975484219,0.08401739014850677,0.8352902416489725,0.08460061309567361,0.7307131099520016,0.0898431270107385,0.9489642465057291,0.09084231690451415,0.8506819015463736,0.08934843971164672,0.9535316476300932,0.06405427546283325,0.7928937065272619,0.06409304848366514,0.7818851269062405,0.06401106918247981,0.8278209048732936,0.12404433757872967,1.0334407479837442,0.12409845415383762,1.065824983504763,0.12405439392959138,0.7348973729488881,0.035837043241617,0.7262207793344145,0.06754358594037276,0.7359779069145523,0.035818380097731015,0.830921304548633,0.06751093903090874,0.8393542338609931,0.05036117962312258,0.7316980773948144,0.06742713987191337,0.81150909253403,0.049938764769929304,0.8426572322969147,0.06756302526297496,0.9183862890709774,0.037289312342372136,0.4861948113186869,0.04144995239158045,0.8969504650447647,0.03635714310856286,0.5051756658333435,0.040819020373110915,0.822567115624321,0.051964693816604804,0.45200067797874943,0.04052140724698533,0.8518868191464245,0.04056890250792142,0.8923482206845692,0.03335910733329755,0.8381992783342929,0.03273227045105523,0.8854056459833187,0.07579365689659548,0.4300911939747716,0.07487545661770471,0.5161416598157272,0.29322912405241885,-0.865261397365445,0.2892397209386079,-0.6699875239675996,0.0514794490538783,0.4259952787325769,0.08152010287210416,-1.0365539061329607,0.06104747876497426,0.6187125491824074,0.06016350157012933,0.567188997933708,0.05558142583707936,0.6683286477954086,0.055421647825952415,0.7173056201198252,0.07696857725842392,0.7196640945168326,,,0.06018432458452661,0.2811305002595112,0.060084949326839096,0.17272460063987413,0.10196913533230727,0.5931820528008416,0.10136187764119414,0.8732836376794104,None,273,PKA,IRA1,Haploid,frameshift_variant,0.8008764713637887,0.021350926734951377,0.9447090988938402,0.041355241367531236,1.097058930288742,0.019779478008619324,0.9562199948359303,0.023814971607507573,0.8686640781806536,0.05043801944653302,0.8158028605994044,0.02810373553272011,0.9180383910904732,0.03000233885959374,0.8262954512335488,0.016877783126714136,0.8594735622879707,0.02056603351515966,0.8721056706277724,0.02027257048413551,0.8620263241307535,0.01652135815358639,0.473378629147227,0.037665879465864124,-0.7669557328836729,0.14561038026557568,0.4259952787325769,0.0514794490538783,-1.0365539061329607,0.08152010287210416,0.5927628960069672,0.030301133398764262,0.6928523827258303,0.027750710919573388,0.7196640945168326,0.07696857725842392,0.22688276401397553,0.030067297950067542,0.7336511135584287,0.050832299842418424,0.7785846769245853,0.017913854619601214,0.7874113079919957,0.025074541346500452,0.49580536227037114,0.018408664163813617,0.4520006779787494,0.051964693816604804
0.059382262791332775,1.1137420879684394,0.059382974905715716,1.1011486193487592,0.0595921647152773,0.7621774164800783,0.07148556049015907,0.8855503297652852,0.0715657465906683,0.9070044171064939,0.07152453760234934,0.9335395783525824,0.15149136355050302,0.858270963410735,0.15066171420725688,0.7639945018198463,0.1500046971985915,0.679859825548355,0.08398262539691011,0.8170351759437473,0.08373010153932581,0.8938685915882411,0.08396930810768304,0.7084908276213676,0.08946891839193519,0.9626828933601951,0.09011626867388453,0.7667699959267658,0.08915461098749304,0.8173341136363262,0.06412627764442162,0.8298135928829051,0.06423129502019322,0.8418031091954121,0.0640344907314456,0.8297302279612896,0.12408629611785546,1.068643314564289,0.12416055882769593,1.1380987030639051,0.1240925314181387,0.8442738589309046,0.037476057033193406,0.6010438115633728,0.06784450662867281,0.6693456975960431,0.0374881240402922,0.6935389512401415,0.06780869675518954,0.7489918713764363,0.05229655646369972,0.6185361684953549,0.06767007176749519,0.780523519370742,0.051356795866944104,0.7086994778421198,0.06781052506232903,0.8046326973736739,0.041122144891972655,0.44410028177919214,0.04222253104621031,0.9431126597149339,0.03961819086051284,0.4251810685038828,0.041442994763981715,0.9389959471614098,0.055298000071105705,0.2918186929043078,0.04170430075921049,0.8320452846603975,0.04186215134674188,0.7974920388470994,0.03556762812076948,0.6348487786311404,0.034214551506506825,0.6939992681934679,0.07715743659839032,0.44421299096971795,0.07571085962204283,0.5032513982478577,0.29177297845950656,-0.20858335643438614,0.3300698676639613,,0.052638321580762176,0.42116932386967554,0.07087879190023609,-0.43007180357401276,0.062699687436551,0.569172246393072,0.06077926217342064,0.5237398361596289,0.05736004073519573,0.5525551003479414,0.05687974141082817,0.6851007415655881,0.07792591430788087,0.4389470078097603,,,0.06106754116920463,0.32065225352940585,0.060743124669745435,0.31299420104963765,0.10355221720453638,0.548694387265429,0.10281080808419531,0.8522316534080525,NotSequenced,323,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.8337760022045886,0.021376862332831786,1.0169840379514632,0.04137103989155151,0.9926261779299822,0.0198174345121822,0.9086942263889561,0.023841755524938633,0.7670812861463485,0.0502389348928466,0.8065474659259421,0.027964617017182943,0.8490887971705247,0.029859382145744105,0.7508990174211182,0.016945845943466275,0.9410351251280621,0.02091456566041192,0.8148012959629035,0.020891538484589533,0.6649974874727309,0.01743898586719806,0.47401153179903704,0.038213651852793885,-0.11071459820498282,0.1548710723109735,0.42116932386967554,0.052638321580762176,-0.4300718035740128,0.07087879190023609,0.5461027440193978,0.030862270475533055,0.6191065523613806,0.028559440704833825,0.4389470078097603,0.07792591430788087,0.316813029501992,0.030452450456351452,0.7010082858879864,0.051590090399250554,0.6472839369163303,0.01874104478276395,0.6640265505446107,0.025911208026180972,0.4344644706037914,0.020178080382501795,0.2918186929043078,0.055298000071105705
0.06002622571185252,1.3285676708492642,0.05987960201536692,1.3301320781476196,0.061291664697051974,0.9923093332232928,0.07196348148568825,1.0177606819328062,0.07248792432998223,1.1135628226545622,0.07214975558125476,1.2034876651169146,0.15181558151878533,1.0291441284134029,0.1504929031886865,0.9922511098019141,0.15004727015837582,0.9173168377204421,0.08406788672471761,1.09191365573362,0.0840421450038376,1.1728648318235768,0.08388166222464288,0.9093644050996982,0.08941343007888919,1.1425816649466598,0.0899179671215541,1.0524507853738394,0.08913395934784117,0.9848829071332551,0.06430037480016859,1.182782825530209,0.06449307440411753,1.1806326789440207,0.06416146989937822,1.1436382781619387,0.12427220555000194,1.4348666717952343,0.1243318352416295,1.5088365402224668,0.12422405885691815,1.0890631342863575,0.03553838248565021,0.8548806863591486,0.06744472689920111,0.9499111557708295,0.035615797841575716,0.9232388585770981,0.06751308287744462,0.989411891718433,0.04988263590319539,0.9489701966995387,0.06743391580432094,0.9270033983001623,0.05019793944386941,0.9857608357185642,0.06765672652259655,1.029045334887211,0.04005102941836337,0.38703936568376807,0.04359776900589219,0.9368928262250042,0.040112677719664126,0.40609408821597504,0.043042345780900784,0.7349362125056218,0.05173719892981201,0.414001861483475,0.04017314152182654,1.1562777947342653,0.04017043925533977,1.174931245603997,0.03389398727811472,0.8340646993947635,0.032963768798688085,0.9668421888223692,0.0871248586528361,-0.29571265309494627,0.08854923692379561,-0.23841057462511206,0.42524061990426487,-3.1992558122654904,0.6321178503097742,,0.062331912910547294,-0.2905557637924051,0.21840273236683336,-3.652083370404333,0.062490240345987394,0.5648292815384488,0.06101499812177403,0.5762601275381545,0.05625911538740383,0.8015392937653466,0.055685884737208376,0.9865128787147529,0.07691527292416214,0.7964270301619268,,,0.061354765091575,0.33594382377727655,0.06381785202772523,0.013974948874743098,0.1015290249981475,0.8399937518406992,0.10127940151382914,1.0991355031604653,None,415,PKA,IRA1,Haploid,frameshift_variant,1.1689880363656262,0.021439339681805787,1.3441961667564015,0.04142533919335567,1.2186517214228962,0.02013085258355465,1.111519649085766,0.024066578379203108,0.9793646994831988,0.05026050722557122,1.0579494064155444,0.027999050149004747,1.0599073216802186,0.029829092457689856,0.9737938344441194,0.01687799906118229,0.8352671783848885,0.02165913853467682,1.1656048338631104,0.02008589517156965,0.9013771370468663,0.016711203394531842,-0.2672939185580705,0.043915636653651405,-1.9126027393821705,0.2542204882170817,-0.2905557637924051,0.062331912910547294,-3.6520833704043327,0.21840273236683336,0.5706129739772601,0.030871904258011652,0.8944996783087062,0.027985516203429713,0.7964270301619268,0.07691527292416214,0.17812716114717375,0.03128103741793734,0.9697241077253671,0.05070202981673316,0.889022585810865,0.017788524024936365,0.9673075618122761,0.02501989549606068,0.39655940012257146,0.020040914932157507,0.41400186148347495,0.05173719892981201
0.06048088830573126,1.1987594047617363,0.06017348129272956,1.177681317758932,0.061713545079003077,0.8335002784061619,0.07205132447469673,1.0097935835710072,0.07263695210473857,0.9928464342207801,0.07227563439259115,1.0378508832276665,0.8161803988433409,,1.8106838710201225,,0.5640903762706214,,0.8807072920242216,,,,,,2.2529553347361193,,0.5761943480228867,,1.5273233798364645,,0.06486773468329493,0.9709949829605966,0.06536539801787594,0.965863755195111,0.06442861187022719,1.0039763688936978,0.12456590222468647,1.1778089132979903,0.12487394376917355,1.2557667529260206,0.12454647289492683,0.9453301349298221,,,,,,,,,,,1.8626645084642273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.176465377506974,,,,NotSequenced,499,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.9803688143287884,0.02162833071610755,1.1261859783590584,0.041553975318694356,1.071746962622128,0.02026068893408455,1.013527383377897,0.024106833205396454,0.0,0.2816693192110655,0.0,0.8807072920242217,0.0,0.35284231939639704,0.0,1.8626645084642273,,inf,,inf,,inf,,inf,,inf,,inf,,inf,,inf,,inf,,inf,,inf,0.0,4.176465377506974,,inf,,inf,,inf,,inf
0.16777197619662815,0.4035644675919428,0.23885889170260702,0.1474517672218215,0.2384665906112074,0.32148477288117727,0.20738729391216185,0.44516967006017355,0.22557335718750202,0.3864889031699144,0.18026318864403515,0.44419493198165827,0.1642329994926538,0.48640322658685137,0.15920999918486953,0.48311786123462414,0.1519638886840089,0.4201384278473718,0.09643389964191375,0.3312623892579894,0.09159881135793264,0.4086939195891121,0.09285107263618214,0.49002097966375846,0.10104078318355472,0.40599954557688794,0.10073495456779417,0.47005819484074146,0.09268799192131329,0.5448630921961076,0.21002101703196813,0.24835368419371132,0.36141282111947526,0.26752233678503196,0.17567950026216125,0.38300987673491566,0.38669036738425805,0.63304050307248,0.49465406883043245,0.9066828885463764,0.7961755789329998,,0.05401256479494645,0.1769935511618496,0.07442012480190793,0.2096183479867163,0.05403755768390461,0.20088896334088302,0.07185600823853919,0.33230583182764173,0.07202357826737665,0.2268074883333375,0.07167924325031702,0.3775829428300704,0.06498474353222967,0.3861708009399086,0.0707326528136524,0.41072218354250606,0.05067227618149682,0.5059271291483595,0.05437418120635969,0.29594000564213174,0.04670048279052354,0.4814875571263017,0.05088860543075238,0.20354325575231705,0.07147223920001845,0.39167452649152473,0.059284281141668484,0.3143168164253303,0.05924928832797326,0.31747508719278283,0.052759643240593776,0.2972608102948459,0.04750651596879338,0.37344586284391706,0.0825453349683443,0.43550935858164236,0.07810015694174093,0.5407912596711055,0.2988034126431033,-0.0520203373556791,0.33539470661929477,,0.05655888353008838,0.5073023496874588,0.06263834190656606,0.26038010465311695,0.0790382588493852,0.37164985108711485,0.07336337609229518,0.23716688559872603,0.07005332414401427,0.3188902198684088,0.0697775293004578,0.38060496159804685,0.08935366001281911,0.2674169305503728,,,0.06491771575427814,0.4977114618007781,0.06337207009143687,0.563140430463119,0.12097014521828449,0.06576754727552427,0.1460019970962753,-0.1428208832515346,NotSequenced,622,NotSequenced,NotSequenced,NotSequenced,NotSequenced,0.31034256366719304,0.07563992703196336,0.5917860959653516,0.17054172791143254,0.3047930215716696,0.06973256211245808,0.42723026643568524,0.0675562101580114,0.46230395524810985,0.05276924126784467,0.41096918155507944,0.03119452790912707,0.47571179868474567,0.03266594777929343,0.3339600353676632,0.018036630374887116,0.24821185990428948,0.026286842116101744,0.31589641799252277,0.02963338978481502,0.3373490736176777,0.024997734568478935,0.48960692265395384,0.04013062264731712,-0.02751087594825542,0.15802172834702638,0.5073023496874589,0.05655888353008839,0.26038010465311695,0.06263834190656606,0.3019045400137019,0.03804758073538085,0.34980845214943596,0.034957577370394476,0.2674169305503728,0.08935366001281911,0.5308200928715757,0.03206779094559928,-0.028747829920578925,0.0661562762233292,0.1889384936479131,0.02701252917444717,0.31058280845772984,0.03416167500266682,0.49320890326739064,0.024302687802557066,0.39167452649152473,0.07147223920001845
0.05963937764327557,1.3517153100030654,0.05962801469259557,1.2879075813166763,0.0604499384158124,1.0015884332671807,0.07175054065773867,0.9943544556118447,0.07198619836118658,1.105000661274293,0.07196047137783246,1.133407798592257,0.15482483578721962,1.2630491950561227,0.15171259884725075,1.1436392995487659,0.15055980459663645,0.8241602006650429,0.08513841256900505,0.7816674027979474,0.08426626590298204,0.8954075207350529,0.0851886197287334,0.9416474749258317,0.09175729923193374,1.2381161757569383,0.09421577719582083,0.9667286588927967,0.09077975938731554,0.8573579009065709,0.06415060707318251,1.1899124691351368,0.06422753508388239,1.175681739391489,0.06405969894522143,1.1753796337302567,0.12417445240402339,1.298463928320015,0.12422241772327927,1.4484590985485022,0.12415045054160591,1.0192237674015143,0.03636284789773476,0.953031854830489,0.06797421348328475,0.9482264132884308,0.036554938146454406,1.035231800145558,0.06816366118334043,1.0487738460143063,0.05148481363826192,1.0454818687706569,0.0679186969747693,0.9544337596633272,0.052232030967594725,1.0919037920213663,0.06859370254279737,1.0983657870463148,0.04402114190735304,0.7098379958721605,0.05023540527904748,0.9874645680178002,0.045416691760850954,0.6671063138547941,0.04857583631381107,0.760055198040674,0.05495022755753481,0.5045851206464942,0.04215505021220257,1.1420683349335956,0.042039770435305504,1.2009110566404204,0.03780858104929126,0.9208645442087985,0.03537192092725483,1.1028898539279004,0.12329190001717867,-0.6212182407214207,0.11808956837297828,-0.36635896723205896,1.0502911644720678,,1.332022774088697,,0.09687144316395592,-0.6163923471207216,0.4965348327802189,-3.3159395885196696,0.06749913226445109,0.6698468793804409,0.06380851983101189,0.6085090951851939,0.060938635337696424,0.839887859056532,0.05844161715703164,1.0181301158369782,0.07770670817842595,0.9811115013745886,,,0.07082877511732066,0.17700799754364344,0.07640399380716266,-0.1895037854452169,0.10307173167137036,0.8576397975100393,0.10249960760019938,1.116510637390876,RPL19A-upstream_point_variant,689,PKA,IRA1,Haploid,frameshift_variant,1.180324128610148,0.021381957889008825,1.2553421928666362,0.04139414433852207,1.2146942561637155,0.019967772082786692,1.0775032693286806,0.02396630500920614,1.075049533252292,0.05078152403748335,0.8729713782749583,0.028287437430169114,1.0206169626217119,0.030742819836564062,1.0122182377867226,0.017040385426672734,0.8718501735329584,0.024695842139578334,1.1715299795941247,0.02104866570153118,1.0149076088183129,0.018274842384599282,-0.4910421991426525,0.06031733651309053,0.0,0.5872491143405395,-0.6163923471207216,0.09687144316395592,-3.3159395885196696,0.4965348327802189,0.6383159888182267,0.03280098037653619,0.9308730903718313,0.029832005897582486,0.9811115013745885,0.07770670817842595,0.0006914014163161977,0.036755413451528114,0.9874354482086578,0.051392436749326594,0.9940235561814128,0.018229320003285414,1.068525609412546,0.02592786533888334,0.688805538344121,0.022354014525708486,0.5045851206464942,0.054950227557534814
